NAC_ID,VOLUME_ID,URL,PRODUCT_ID,PRODUCT_VERSION_ID,ORBIT_NUMBER,SLEW_ANGLE,MISSION_PHASE_NAME,DATA_QUALITY_ID,START_TIME,STOP_TIME,IMAGE_LINES,LINE_SAMPLES,SAMPLE_BITS,SCALED_PIXEL_WIDTH,SCALED_PIXEL_HEIGHT,RESOLUTION,EMMISSION_ANGLE,INCIDENCE_ANGLE,PHASE_ANGLE,NORTH_AZIMUTH,SUB_SOLAR_AZIMUTH,SUB_SOLAR_LATITUDE,SUB_SOLAR_LONGITUDE,SUB_SPACECRAFT_LATITUDE,SUB_SPACECRAFT_LONGITUDE,SOLAR_DISTANCE,SOLAR_LONGITUDE,CENTER_LATITUDE,CENTER_LONGITUDE,UPPER_RIGHT_LATITUDE,UPPER_RIGHT_LONGITUDE,LOWER_RIGHT_LATITUDE,LOWER_RIGHT_LONGITUDE,LOWER_LEFT_LATITUDE,LOWER_LEFT_LONGITUDE,UPPER_LEFT_LATITUDE,UPPER_LEFT_LONGITUDE,SPACECRAFT_ALTITUDE,TARGET_CENTER_DISTANCE,ORBIT_NODE,LRO_FLIGHT_DIRECTION
205,"""LROLRC_1011""","""http://lroc.sese.asu.edu/data/LRO-L-LROC-3-CDR-V1.0/LROLRC_1011/DATA/SCI/2012076/NAC/M186563794LC.IMG""","""M186563794LC""","""v1.9""",12568,  -0.011,"""SCIENCE MISSION""",0,"""2012-03-16 19:02:06.555""","""2012-03-16 19:02:33.218""",52224,5064,16,  1.58,  0.74,1.159,1.8,40.37,40.5,91.84,267.76,  1.44,254.15, 41.67,257.94,148708329.4,113.53, 41.68,257.74, 41.03,257.88, 42.31,257.95, 42.32,257.59, 41.04,257.53, 157.56,1894.95,A,+X
206,"""LROLRC_1026""","""http://lroc.sese.asu.edu/data/LRO-L-LROC-3-CDR-V1.0/LROLRC_1026/DATA/ESM2/2016033/NAC/M1209058292RC.IMG""","""M1209058292RC""","""v1.9""",29818,  -5.009,"""SECOND EXTENDED SCIENCE MISSION""",0,"""2016-02-02 13:17:05.79""","""2016-02-02 13:17:52.15""",52224,5064,16,  1.33,  1.31,1.322,6.57,42.24,41.78,98.0,260.55,  1.01,249.72, 42.65,257.24,147317183.9,140.85, 42.61,257.88, 41.47,257.88, 43.73,258.18, 43.75,257.87, 41.49,257.59, 132.00,1869.38,A,+X
207,"""LROLRC_1009""","""http://lroc.sese.asu.edu/data/LRO-L-LROC-3-CDR-V1.0/LROLRC_1009/DATA/SCI/2011291/NAC/M173580135RC.IMG""","""M173580135RC""","""v1.9""",10714,  -0.007,"""SCIENCE MISSION""",0,"""2011-10-18 12:27:47.661""","""2011-10-18 12:28:05.819""",52224,5064,16,  0.52,  0.56,0.54,1.14,33.48,32.62,266.18,224.35, -1.23,282.44,-26.97,260.18,149182846.7,311.33,-26.97,260.14,-26.49,260.08,-27.45,260.11,-27.45,260.21,-26.49,260.18,  52.48,1789.95,D,+X
208,"""LROLRC_1019""","""http://lroc.sese.asu.edu/data/LRO-L-LROC-3-CDR-V1.0/LROLRC_1019/DATA/ESM/2014081/NAC/M1150149669RC.IMG""","""M1150149669RC""","""v1.9""",21495,  -0.028,"""EXTENDED SCIENCE MISSION""",0,"""2014-03-22 17:46:42.165""","""2014-03-22 17:46:57.296""",28672,5064,16,  0.78,  0.83,0.809,1.15,35.05,34.27,271.3,231.6,  0.71,282.43,-27.01,260.21,149185197.2,153.74,-27.01,260.15,-27.40,260.05,-26.61,260.10,-26.62,260.25,-27.41,260.20,  78.50,1815.96,D,-X
209,"""LROLRC_1016""","""http://lroc.sese.asu.edu/data/LRO-L-LROC-3-CDR-V1.0/LROLRC_1016/DATA/ESM/2013242/NAC/M1132461326RC.IMG""","""M1132461326RC""","""v1.9""",19008,   0.007,"""EXTENDED SCIENCE MISSION""",0,"""2013-08-30 00:20:59.02""","""2013-08-30 00:21:14.704""",30720,5064,16,  1.30,  0.76,1.031,1.19,24.22,23.63,87.85,242.67, -1.39,254.83, 20.90,264.41,150928441.2,300.74, 20.91,264.50, 21.30,264.60, 20.52,264.64, 20.51,264.41, 21.29,264.37, 130.53,1867.91,A,-X
210,"""LROLRC_1022""","""http://lroc.sese.asu.edu/data/LRO-L-LROC-3-CDR-V1.0/LROLRC_1022/DATA/ESM2/2015043/NAC/M1178395869RC.IMG""","""M1178395869RC""","""v1.9""",25467,  -0.009,"""SECOND EXTENDED SCIENCE MISSION""",0,"""2015-02-12 15:56:42.681""","""2015-02-12 15:57:19.64""",52224,5064,16,  1.23,  1.07,1.147,1.19,21.31,20.86,94.21,250.14,  1.16,256.36, 20.92,264.46,147638558.8,133.40, 20.92,264.54, 19.99,264.59, 21.83,264.71, 21.84,264.49, 20.01,264.38, 123.19,1860.57,A,+X
211,"""LROLRC_1009""","""http://lroc.sese.asu.edu/data/LRO-L-LROC-3-CDR-V1.0/LROLRC_1009/DATA/SCI/2011290/NAC/M173525437LC.IMG""","""M173525437LC""","""v1.9""",10706,  -0.009,"""SCIENCE MISSION""",0,"""2011-10-17 21:16:09.993""","""2011-10-17 21:16:27.356""",51200,5064,16,  0.51,  0.54,0.525,1.7,22.77,24.44,270.47,190.72, -1.24,290.15, -6.37,267.86,149255905.9,310.80, -6.36,267.91, -5.91,267.85, -6.83,267.88, -6.82,267.96, -5.90,267.94,  50.55,1788.02,D,+X
212,"""LROLRC_1028""","""http://lroc.sese.asu.edu/data/LRO-L-LROC-3-CDR-V1.0/LROLRC_1028/DATA/ESM2/2016236/NAC/M1226622977LC.IMG""","""M1226622977LC""","""v1.9""",32315,  -0.009,"""SECOND EXTENDED SCIENCE MISSION""",0,"""2016-08-23 20:21:49.732""","""2016-08-23 20:22:09.726""",37888,5064,16,  0.79,  0.83,0.81,1.72,21.77,23.47,268.34,189.86, -0.30,289.04, -5.60,267.81,151356276.3,349.20, -5.60,267.89, -5.08,267.79, -6.12,267.85, -6.11,267.99, -5.07,267.92,  78.86,1816.33,D,+X
213,"""LROLRC_1013""","""http://lroc.sese.asu.edu/data/LRO-L-LROC-3-CDR-V1.0/LROLRC_1013/DATA/ESM/2012279/NAC/M1104059560RC.IMG""","""M1104059560RC""","""v1.9""",15016,  -0.007,"""EXTENDED SCIENCE MISSION""",0,"""2012-10-05 06:58:12.607""","""2012-10-05 06:58:39.27""",52224,5064,16,  1.25,  0.77,1.009,1.19,25.18,24.44,266.78,133.97, -1.11,301.86, 16.89,284.07,149804089.2,318.28, 16.88,283.99, 17.54,283.85, 16.21,283.90, 16.22,284.12, 17.54,284.07, 125.35,1862.81,A,+X
214,"""LROLRC_1022""","""http://lroc.sese.asu.edu/data/LRO-L-LROC-3-CDR-V1.0/LROLRC_1022/DATA/ESM2/2015069/NAC/M1180620184LC.IMG""","""M1180620184LC""","""v1.9""",25780,   0.009,"""SECOND EXTENDED SCIENCE MISSION""",0,"""2015-03-10 09:48:36.929""","""2015-03-10 09:49:11.79""",43008,5064,16,  1.20,  1.22,1.214,1.76,24.8,26.24,274.9,143.72,  0.58,302.99, 17.04,284.02,148805463.2,159.63, 17.04,284.14, 16.17,283.98, 17.91,284.08, 17.90,284.30, 16.16,284.19, 120.37,1857.83,A,-X
215,"""LROLRC_1015""","""http://lroc.sese.asu.edu/data/LRO-L-LROC-3-CDR-V1.0/LROLRC_1015/DATA/ESM/2013090/NAC/M1119369714LC.IMG""","""M1119369714LC""","""v1.9""",17166,   0.009,"""EXTENDED SCIENCE MISSION""",0,"""2013-03-31 11:47:27.117""","""2013-03-31 11:47:53.78""",52224,5064,16,  0.77,  0.81,0.788,1.72,31.97,33.1,275.33,230.59,  0.93,305.40,-23.71,284.36,149675853.6,145.51,-23.71,284.44,-24.40,284.34,-23.01,284.40,-23.02,284.54,-24.41,284.47,  76.91,1814.37,D,-X
216,"""LROLRC_1019""","""http://lroc.sese.asu.edu/data/LRO-L-LROC-3-CDR-V1.0/LROLRC_1019/DATA/ESM/2014079/NAC/M1149993108LC.IMG""","""M1149993108LC""","""v1.9""",21473,  -0.005,"""EXTENDED SCIENCE MISSION""",0,"""2014-03-20 22:17:21.092""","""2014-03-20 22:17:48.651""",52224,5064,16,  0.82,  0.83,0.823,1.72,31.28,32.38,275.85,232.33,  0.77,304.48,-23.71,284.36,149241118.3,152.13,-23.72,284.44,-24.43,284.33,-23.00,284.41,-23.01,284.56,-24.44,284.48,  81.43,1818.88,D,-X
217,"""LROLRC_1012""","""http://lroc.sese.asu.edu/data/LRO-L-LROC-3-CDR-V1.0/LROLRC_1012/DATA/SCI/2012251/NAC/M1101673560RC.IMG""","""M1101673560RC""","""v1.9""",14682,   0.008,"""SCIENCE MISSION""",0,"""2012-09-07 16:11:32.772""","""2012-09-07 16:11:59.435""",52224,5064,16,  1.40,  0.76,1.077,1.2,31.11,30.62,88.31,248.81, -1.50,278.73, 28.25,288.07,150793166.1,291.37, 28.26,288.17, 28.92,288.28, 27.61,288.33, 27.60,288.07, 28.91,288.01, 140.15,1877.53,A,-X
218,"""LROLRC_1024""","""http://lroc.sese.asu.edu/data/LRO-L-LROC-3-CDR-V1.0/LROLRC_1024/DATA/ESM2/2015218/NAC/M1193526836RC.IMG""","""M1193526836RC""","""v1.9""",27609,  -0.010,"""SECOND EXTENDED SCIENCE MISSION""",0,"""2015-08-06 18:59:29.404""","""2015-08-06 19:00:09.497""",52224,5064,16,  1.12,  1.16,1.144,1.17,30.38,29.89,86.84,248.04, -1.14,279.24, 28.01,288.07,151757193.5,315.52, 28.02,288.15, 29.03,288.19, 27.02,288.33, 27.01,288.12, 29.01,287.97, 112.71,1850.09,A,-X
219,"""LROLRC_1012""","""http://lroc.sese.asu.edu/data/LRO-L-LROC-3-CDR-V1.0/LROLRC_1012/DATA/SCI/2012224/NAC/M1099308782RC.IMG""","""M1099308782RC""","""v1.9""",14351,   0.022,"""SCIENCE MISSION""",0,"""2012-08-11 07:18:35.147""","""2012-08-11 07:19:01.81""",52224,5064,16,  1.38,  0.76,1.067,1.2,44.96,43.88,88.41,210.14, -1.52,252.94, 26.43,289.35,151495617.4,263.94, 26.44,289.45, 27.10,289.56, 25.79,289.61, 25.78,289.35, 27.09,289.30, 138.15,1875.46,A,-X
220,"""LROLRC_1022""","""http://lroc.sese.asu.edu/data/LRO-L-LROC-3-CDR-V1.0/LROLRC_1022/DATA/ESM2/2015014/NAC/M1175880235RC.IMG""","""M1175880235RC""","""v1.9""",25113,  -0.014,"""SECOND EXTENDED SCIENCE MISSION""",0,"""2015-01-14 13:09:27.953""","""2015-01-14 13:10:13.865""",52224,5064,16,  1.29,  1.31,1.3,1.19,44.94,43.87,94.07,210.07,  1.52,250.43, 26.29,289.38,147057243.7,104.50, 26.29,289.47, 25.15,289.52, 27.41,289.67, 27.42,289.43, 25.16,289.28, 129.16,1866.46,A,+X
221,"""LROLRC_1016""","""http://lroc.sese.asu.edu/data/LRO-L-LROC-3-CDR-V1.0/LROLRC_1016/DATA/ESM/2013212/NAC/M1129915634RC.IMG""","""M1129915634RC""","""v1.9""",18650,  -0.004,"""EXTENDED SCIENCE MISSION""",0,"""2013-07-31 13:12:46.857""","""2013-07-31 13:13:13.52""",52224,5064,16,  1.31,  0.76,1.033,1.19,47.69,46.62,87.85,209.33, -1.55,254.72, 28.50,293.27,151708008.2,273.20, 28.51,293.37, 29.17,293.46, 27.86,293.52, 27.85,293.28, 29.16,293.21, 130.85,1868.17,A,-X
222,"""LROLRC_1020""","""http://lroc.sese.asu.edu/data/LRO-L-LROC-3-CDR-V1.0/LROLRC_1020/DATA/ESM/2014201/NAC/M1160532378LC.IMG""","""M1160532378LC""","""v1.9""",22954,  -0.018,"""EXTENDED SCIENCE MISSION""",0,"""2014-07-20 21:51:51.523""","""2014-07-20 21:52:36.54""",52224,5064,16,  1.26,  1.29,1.275,1.77,47.24,48.78,85.86,210.01, -1.53,255.12, 28.36,293.43,151862339.5,281.76, 28.35,293.30, 29.47,293.35, 27.24,293.49, 27.23,293.25, 29.46,293.11, 125.66,1862.97,A,-X
223,"""LROLRC_1012""","""http://lroc.sese.asu.edu/data/LRO-L-LROC-3-CDR-V1.0/LROLRC_1012/DATA/SCI/2012231/NAC/M1099917282LC.IMG""","""M1099917282LC""","""v1.9""",14436,   0.016,"""SCIENCE MISSION""",0,"""2012-08-18 08:20:15.311""","""2012-08-18 08:20:41.974""",52224,5064,16,  0.77,  0.81,0.787,1.71,41.23,42.52,86.06,138.79, -1.52,166.75,-31.07,197.24,151047488.3,263.45,-31.07,197.16,-30.37,197.22,-31.77,197.25,-31.77,197.10,-30.38,197.07,  76.58,1813.91,D,-X
224,"""LROLRC_1018""","""http://lroc.sese.asu.edu/data/LRO-L-LROC-3-CDR-V1.0/LROLRC_1018/DATA/ESM/2014032/NAC/M1145859208LC.IMG""","""M1145859208LC""","""v1.9""",20892,  -0.009,"""EXTENDED SCIENCE MISSION""",0,"""2014-02-01 01:59:00.655""","""2014-02-01 01:59:27.766""",52224,5064,16,  0.78,  0.82,0.798,1.72,43.48,44.8,89.26,139.19,  1.48,166.68,-31.01,197.18,147064693.5, 97.09,-31.01,197.10,-31.72,197.14,-30.30,197.20,-30.30,197.05,-31.71,196.99,  77.81,1815.13,D,+X
225,"""LROLRC_1014""","""http://lroc.sese.asu.edu/data/LRO-L-LROC-3-CDR-V1.0/LROLRC_1014/DATA/ESM/2013049/NAC/M1115796529RC.IMG""","""M1115796529RC""","""v1.9""",16663,  -0.005,"""EXTENDED SCIENCE MISSION""",0,"""2013-02-18 03:14:21.775""","""2013-02-18 03:14:45.305""",52224,5064,16,  0.68,  0.72,0.697,1.15,44.45,43.88,95.07,124.32,  1.54, 88.77,-38.34,110.01,147881874.6, 93.14,-38.34,110.06,-38.96,110.10,-37.72,110.17,-37.71,110.03,-38.95,109.96,  67.66,1805.01,D,+X
226,"""LROLRC_1022""","""http://lroc.sese.asu.edu/data/LRO-L-LROC-3-CDR-V1.0/LROLRC_1022/DATA/ESM2/2015027/NAC/M1177030227RC.IMG""","""M1177030227RC""","""v1.9""",25274,  -0.009,"""SECOND EXTENDED SCIENCE MISSION""",0,"""2015-01-27 20:36:00.437""","""2015-01-27 20:36:27.1""",52224,5064,16,  0.76,  0.81,0.784,1.16,44.45,43.85,96.14,126.13,  1.40, 88.32,-38.26,110.03,147369153.7,109.78,-38.26,110.09,-38.96,110.11,-37.57,110.23,-37.56,110.07,-38.95,109.95,  76.23,1813.57,D,+X
227,"""LROLRC_1013""","""http://lroc.sese.asu.edu/data/LRO-L-LROC-3-CDR-V1.0/LROLRC_1013/DATA/ESM/2012277/NAC/M1103887949LC.IMG""","""M1103887949LC""","""v1.9""",14992,  -0.013,"""EXTENDED SCIENCE MISSION""",0,"""2012-10-03 07:18:01.655""","""2012-10-03 07:18:28.318""",52224,5064,16,  1.35,  0.75,1.052,1.77,29.89,30.84,269.69,120.88, -1.15,326.03, 24.60,310.25,149996022.4,316.41, 24.60,310.39, 25.26,310.25, 23.95,310.29, 23.95,310.53, 25.26,310.50, 134.86,1872.30,A,+X
228,"""LROLRC_1019""","""http://lroc.sese.asu.edu/data/LRO-L-LROC-3-CDR-V1.0/LROLRC_1019/DATA/ESM/2014078/NAC/M1149837434RC.IMG""","""M1149837434RC""","""v1.9""",21452,   0.007,"""EXTENDED SCIENCE MISSION""",0,"""2014-03-19 03:02:47.577""","""2014-03-19 03:03:18.717""",52224,5064,16,  1.31,  0.89,1.095,1.19,27.73,27.07,271.53,128.67,  0.83,326.39, 23.88,310.56,149261450.2,150.19, 23.88,310.46, 23.11,310.31, 24.65,310.38, 24.64,310.62, 23.10,310.55, 130.81,1868.25,A,-X
229,"""LROLRC_1019""","""http://lroc.sese.asu.edu/data/LRO-L-LROC-3-CDR-V1.0/LROLRC_1019/DATA/ESM/2014078/NAC/M1149830354RC.IMG""","""M1149830354RC""","""v1.9""",21451,   0.008,"""EXTENDED SCIENCE MISSION""",0,"""2014-03-19 01:04:47.271""","""2014-03-19 01:05:18.41""",52224,5064,16,  1.32,  0.89,1.105,1.19,29.14,28.53,271.56,126.46,  0.84,327.38, 25.71,311.72,149261323.9,150.10, 25.71,311.62, 24.94,311.47, 26.48,311.53, 26.47,311.78, 24.93,311.71, 132.63,1870.07,A,-X
230,"""LROLRC_1022""","""http://lroc.sese.asu.edu/data/LRO-L-LROC-3-CDR-V1.0/LROLRC_1022/DATA/ESM2/2015067/NAC/M1180442668RC.IMG""","""M1180442668RC""","""v1.9""",25755,   0.009,"""SECOND EXTENDED SCIENCE MISSION""",0,"""2015-03-08 08:30:01.15""","""2015-03-08 08:30:38.557""",52224,5064,16,  1.26,  1.07,1.163,1.19,29.53,28.89,272.02,127.91,  0.64,327.96, 25.59,311.67,148828971.5,157.78, 25.59,311.58, 24.67,311.42, 26.52,311.51, 26.51,311.75, 24.66,311.65, 125.92,1863.37,A,-X
231,"""LROLRC_1009""","""http://lroc.sese.asu.edu/data/LRO-L-LROC-3-CDR-V1.0/LROLRC_1009/DATA/SCI/2011301/NAC/M174468670LC.IMG""","""M174468670LC""","""v1.9""",10845,  -0.009,"""SCIENCE MISSION""",0,"""2011-10-28 19:16:42.93""","""2011-10-28 19:17:03.774""",52224,5064,16,  0.60,  0.63,0.614,1.7,33.99,35.68,270.56,171.56, -0.99,156.98,  3.72,123.24,148315539.8,314.33,  3.72,123.29,  4.27,123.23,  3.18,123.25,  3.18,123.35,  4.27,123.33,  59.47,1796.97,A,+X
232,"""LROLRC_1026""","""http://lroc.sese.asu.edu/data/LRO-L-LROC-3-CDR-V1.0/LROLRC_1026/DATA/ESM2/2016070/NAC/M1212271533LC.IMG""","""M1212271533LC""","""v1.9""",30275,   0.010,"""SECOND EXTENDED SCIENCE MISSION""",0,"""2016-03-10 17:51:06.187""","""2016-03-10 17:51:42.698""",52224,5064,16,  1.12,  1.06,1.089,1.75,33.84,35.59,275.13,177.37,  0.05,156.94,  4.14,123.21,148276742.8,178.01,  4.14,123.32,  3.23,123.18,  5.06,123.28,  5.05,123.46,  3.22,123.36, 112.03,1849.51,A,-X
233,"""LROLRC_1015""","""http://lroc.sese.asu.edu/data/LRO-L-LROC-3-CDR-V1.0/LROLRC_1015/DATA/ESM/2013087/NAC/M1119114351RC.IMG""","""M1119114351RC""","""v1.9""",17130,   0.008,"""EXTENDED SCIENCE MISSION""",0,"""2013-03-28 12:51:23.752""","""2013-03-28 12:51:50.415""",52224,5064,16,  0.95,  0.79,0.868,1.17,18.62,17.54,269.98,205.67,  1.03,341.35, -6.86,324.50,149690615.2,141.64, -6.87,324.44, -7.55,324.35, -6.18,324.38, -6.19,324.54, -7.55,324.51,  94.73,1832.18,D,-X
234,"""LROLRC_1013""","""http://lroc.sese.asu.edu/data/LRO-L-LROC-3-CDR-V1.0/LROLRC_1013/DATA/ESM/2012303/NAC/M1106131132LC.IMG""","""M1106131132LC""","""v1.9""",15306,  -0.010,"""EXTENDED SCIENCE MISSION""",0,"""2012-10-29 06:24:25.36""","""2012-10-29 06:24:52.023""",52224,5064,16,  1.30,  0.76,1.032,1.77,46.16,47.77,270.09,156.05, -0.55,  9.58, 20.98,327.66,148975707.5,341.22, 20.99,327.79, 21.64,327.66, 20.33,327.69, 20.33,327.92, 21.65,327.90, 130.25,1867.76,A,+X
235,"""LROLRC_1021""","""http://lroc.sese.asu.edu/data/LRO-L-LROC-3-CDR-V1.0/LROLRC_1021/DATA/ESM2/2014281/NAC/M1167376239LC.IMG""","""M1167376239LC""","""v1.9""",23916,  -0.010,"""SECOND EXTENDED SCIENCE MISSION""",0,"""2014-10-08 02:56:12.561""","""2014-10-08 02:56:54.444""",52224,5064,16,  1.18,  1.21,1.195,1.76,45.0,46.58,269.1,153.54, -0.10,  7.93, 22.03,327.58,149849247.5,356.59, 22.03,327.70, 23.07,327.55, 20.98,327.64, 20.99,327.85, 23.08,327.77, 117.69,1855.19,A,+X
236,"""LROLRC_1014""","""http://lroc.sese.asu.edu/data/LRO-L-LROC-3-CDR-V1.0/LROLRC_1014/DATA/ESM/2013032/NAC/M1114376541LC.IMG""","""M1114376541LC""","""v1.9""",16463,  -0.009,"""EXTENDED SCIENCE MISSION""",0,"""2013-02-01 16:47:53.773""","""2013-02-01 16:48:20.436""",52224,5064,16,  1.01,  0.79,0.897,1.74,39.73,41.46,89.71,174.51,  1.51,288.97, -3.82,328.45,147575937.3, 85.70, -3.82,328.36, -4.50,328.43, -3.14,328.46, -3.14,328.29, -4.50,328.26, 100.81,1838.10,D,+X
237,"""LROLRC_1022""","""http://lroc.sese.asu.edu/data/LRO-L-LROC-3-CDR-V1.0/LROLRC_1022/DATA/ESM2/2015011/NAC/M1175616734LC.IMG""","""M1175616734LC""","""v1.9""",25075,  -0.013,"""SECOND EXTENDED SCIENCE MISSION""",0,"""2015-01-11 11:57:46.953""","""2015-01-11 11:58:23.017""",52224,5064,16,  1.04,  1.06,1.047,1.74,40.99,42.72,90.64,176.96,  1.55,287.51, -2.68,328.39,147265224.6,101.55, -2.68,328.29, -3.60,328.34, -1.77,328.41, -1.76,328.24, -3.59,328.17, 103.53,1840.81,D,+X
238,"""LROLRC_1013""","""http://lroc.sese.asu.edu/data/LRO-L-LROC-3-CDR-V1.0/LROLRC_1013/DATA/ESM/2012289/NAC/M1104909108LC.IMG""","""M1104909108LC""","""v1.9""",15135,  -0.012,"""EXTENDED SCIENCE MISSION""",0,"""2012-10-15 02:57:21.487""","""2012-10-15 02:58:06.301""",43008,5064,16,  1.53,  1.52,1.523,1.79,48.49,49.58,269.63,126.82, -0.89,181.90, 40.40,153.80,148807013.7,320.28, 40.40,153.99, 41.48,153.79, 39.32,153.86, 39.32,154.18, 41.49,154.13, 152.73,1890.19,A,+X
239,"""LROLRC_1017""","""http://lroc.sese.asu.edu/data/LRO-L-LROC-3-CDR-V1.0/LROLRC_1017/DATA/ESM/2013277/NAC/M1135538524LC.IMG""","""M1135538524LC""","""v1.9""",19441,  -0.009,"""EXTENDED SCIENCE MISSION""",0,"""2013-10-04 15:07:37.267""","""2013-10-04 15:08:28.103""",52224,5064,16,  1.45,  1.43,1.441,1.78,47.45,48.48,269.01,124.35, -0.73,180.16, 40.26,153.76,149248844.3,328.40, 40.26,153.94, 41.49,153.73, 39.02,153.84, 39.03,154.15, 41.50,154.05, 144.55,1882.00,A,+X
240,"""LROLRC_1014""","""http://lroc.sese.asu.edu/data/LRO-L-LROC-3-CDR-V1.0/LROLRC_1014/DATA/ESM/2013043/NAC/M1115343097LC.IMG""","""M1115343097LC""","""v1.9""",16600,  -0.012,"""EXTENDED SCIENCE MISSION""",0,"""2013-02-12 21:17:10.409""","""2013-02-12 21:17:37.073""",52224,5064,16,  1.32,  0.76,1.041,1.77,34.26,35.77,90.48,212.75,  1.53,152.69, 20.94,181.77,147388583.9, 90.16, 20.94,181.63, 20.28,181.73, 21.60,181.77, 21.60,181.53, 20.29,181.50, 132.29,1869.61,A,+X
241,"""LROLRC_1020""","""http://lroc.sese.asu.edu/data/LRO-L-LROC-3-CDR-V1.0/LROLRC_1020/DATA/ESM/2014210/NAC/M1161265791RC.IMG""","""M1161265791RC""","""v1.9""",23057,   0.007,"""EXTENDED SCIENCE MISSION""",0,"""2014-07-29 09:35:24.84""","""2014-07-29 09:36:08.066""",52224,5064,16,  1.31,  1.23,1.27,1.19,36.81,35.74,88.46,209.97, -1.52,151.18, 20.13,181.45,151530575.0,278.35, 20.14,181.54, 21.21,181.62, 19.08,181.70, 19.07,181.47, 21.20,181.38, 131.18,1868.51,A,-X
242,"""LROLRC_1017""","""http://lroc.sese.asu.edu/data/LRO-L-LROC-3-CDR-V1.0/LROLRC_1017/DATA/ESM/2013274/NAC/M1135233106LC.IMG""","""M1135233106LC""","""v1.9""",19398,  -0.010,"""EXTENDED SCIENCE MISSION""",0,"""2013-10-01 02:17:18.681""","""2013-10-01 02:17:45.344""",52224,5064,16,  1.50,  0.75,1.124,1.79,38.89,39.97,269.41,126.36, -0.81,223.35, 31.38,200.20,149508516.8,327.85, 31.39,200.36, 32.03,200.20, 30.74,200.24, 30.75,200.53, 32.04,200.49, 150.16,1887.62,A,+X
243,"""LROLRC_1021""","""http://lroc.sese.asu.edu/data/LRO-L-LROC-3-CDR-V1.0/LROLRC_1021/DATA/ESM2/2014263/NAC/M1165848055LC.IMG""","""M1165848055LC""","""v1.9""",23701,  -0.011,"""SECOND EXTENDED SCIENCE MISSION""",0,"""2014-09-20 10:26:28.59""","""2014-09-20 10:26:53.133""",27648,5064,16,  1.44,  1.31,1.375,1.78,38.87,39.95,268.87,126.47, -0.60,223.73, 31.35,200.25,149943299.4,336.34, 31.36,200.41, 31.95,200.24, 30.76,200.30, 30.77,200.58, 31.96,200.53, 144.07,1881.53,A,+X
244,"""LROLRC_1019""","""http://lroc.sese.asu.edu/data/LRO-L-LROC-3-CDR-V1.0/LROLRC_1019/DATA/ESM/2014086/NAC/M1150556636RC.IMG""","""M1150556636RC""","""v1.9""",21553,   0.010,"""EXTENDED SCIENCE MISSION""",0,"""2014-03-27 10:49:29.531""","""2014-03-27 10:50:12.742""",49152,5064,16,  1.52,  1.28,1.398,1.2,40.82,40.13,271.39,130.18,  0.57,224.99, 34.93,201.49,149019764.7,156.72, 34.93,201.37, 33.89,201.18, 35.97,201.26, 35.97,201.57, 33.88,201.48, 152.34,1889.80,A,-X
245,"""LROLRC_1023""","""http://lroc.sese.asu.edu/data/LRO-L-LROC-3-CDR-V1.0/LROLRC_1023/DATA/ESM2/2015075/NAC/M1181167558RC.IMG""","""M1181167558RC""","""v1.9""",25857,   0.009,"""SECOND EXTENDED SCIENCE MISSION""",0,"""2015-03-16 17:51:31.25""","""2015-03-16 17:51:56.253""",26624,5064,16,  1.43,  1.38,1.408,1.2,41.08,40.37,271.84,131.72,  0.39,225.82, 34.59,201.56,148587573.4,164.14, 34.59,201.45, 33.98,201.27, 35.20,201.33, 35.19,201.62, 33.97,201.56, 143.61,1881.07,A,-X
246,"""LROLRC_1016""","""http://lroc.sese.asu.edu/data/LRO-L-LROC-3-CDR-V1.0/LROLRC_1016/DATA/ESM/2013238/NAC/M1132192535RC.IMG""","""M1132192535RC""","""v1.9""",18970,   0.009,"""EXTENDED SCIENCE MISSION""",0,"""2013-08-26 21:41:07.639""","""2013-08-26 21:41:24.655""",50176,5064,16,  0.48,  0.55,0.518,1.14,48.6,48.32,89.53,109.08, -1.41,292.82,-47.92,309.10,151267358.1,299.46,-47.91,309.15,-47.45,309.17,-48.37,309.25,-48.38,309.13,-47.46,309.05,  48.39,1785.76,D,-X
247,"""LROLRC_1024""","""http://lroc.sese.asu.edu/data/LRO-L-LROC-3-CDR-V1.0/LROLRC_1024/DATA/ESM2/2015217/NAC/M1193422869RC.IMG""","""M1193422869RC""","""v1.9""",27594,   0.011,"""SECOND EXTENDED SCIENCE MISSION""",0,"""2015-08-05 14:06:42.248""","""2015-08-05 14:06:59.958""",52224,5064,16,  0.36,  0.56,0.459,1.13,48.61,48.38,88.33,106.38, -1.16,293.94,-47.95,309.13,151880702.2,314.71,-47.95,309.16,-47.46,309.15,-48.42,309.26,-48.43,309.17,-47.47,309.06,  36.08,1773.45,D,-X
248,"""LROLRC_1012""","""http://lroc.sese.asu.edu/data/LRO-L-LROC-3-CDR-V1.0/LROLRC_1012/DATA/SCI/2012230/NAC/M1099851725LC.IMG""","""M1099851725LC""","""v1.9""",14427,  -0.004,"""SCIENCE MISSION""",0,"""2012-08-17 14:07:37.714""","""2012-08-17 14:08:04.377""",52224,5064,16,  1.60,  0.74,1.168,1.8,44.03,45.36,87.76,223.97, -1.52,176.04, 32.48,205.83,151062441.4,263.91, 32.47,205.65, 33.11,205.79, 31.84,205.82, 31.83,205.51, 33.11,205.47, 159.70,1897.03,A,-X
